ARTEMIS_APPLICATION_ID,ARTEMIS_CATEGORY_ID,ARTEMIS_SUB_CATEGORY_ID,ARTEMIS_ID,COINGECKO_ID,ECOSYSTEM_ID,DEFILLAMA_PROTOCOL_ID,VISIBILITY,SYMBOL,ICON,APP_NAME,DESCRIPTION,WEBSITE_URL,GITHUB_URL,X_HANDLE,DISCORD_HANDLE,DEVELOPER_NAME,DEVELOPER_EMAIL,DEVELOPER_X_HANDLE,LAST_UPDATED_BY,LAST_UPDATED_TIMESTAMP
ocean_wave_wallet,,,,,,,TRUE,,,Ocean,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
bananagun,mev,,,banana-gun,,,TRUE,banana,https://coin-images.coingecko.com/coins/images/31744/small/bg-logo-coingecko-200.png?1716971024,Banana Gun,"Banana Gun is an advanced cryptocurrency trading bot primarily operating through Telegram, designed to facilitate both automatic and manual trading strategies for users. It has established itself as a dominant force in the decentralized trading landscape, particularly on the Ethereum blockchain.",https://bananagun.io/,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
tether,stablecoin,fiat_backed_stablecoin,usdt,tether,,,TRUE,usdt,https://coin-images.coingecko.com/coins/images/325/small/Tether.png?1696501661,Tether,"Tether (USDT) is a widely used stablecoin pegged to the US dollar, designed to maintain a 1:1 value ratio and provide liquidity and stability in the crypto market.",https://tether.to/,,https://x.com/Tether_to,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
balancer,defi,amm,,balancer,,2611.00000,TRUE,bal,https://coin-images.coingecko.com/coins/images/11683/small/Balancer.png?1696511572,Balancer,"Balancer is a decentralized automated market maker (AMM) and liquidity protocol on Ethereum that allows users to create customizable liquidity pools with multiple assets and variable weightings, enabling efficient trading and portfolio management.",https://balancer.fi/,https://github.com/balancer,https://x.com/Balancer,https://discord.com/invite/balancer-638460494168064021,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
radiant,defi,collateralized_lending,,radiant-capital,,2706.00000,TRUE,rdnt,https://coin-images.coingecko.com/coins/images/26536/small/Radiant-Logo-200x200.png?1696525610,Radiant,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
stargate,bridge,messaging_protocol,stargate,stargate-finance,4335,1571.00000,TRUE,stg,https://coin-images.coingecko.com/coins/images/24413/small/STG_LOGO.png?1696523595,Stargate,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
synthetix,defi,synthetics,synthetix,havven,3322,115.00000,TRUE,snx,https://coin-images.coingecko.com/coins/images/3406/small/SNX.png?1696504103,Synthetix,"Synthetix, a decentralized finance (DeFi) protocol renowned for providing liquidity for permissionless derivatives, has strategically shifted its focus to the Base network, an Ethereum Layer 2 (L2) solution developed by Coinbase.",https://synthetix.io/,https://github.com/Synthetixio,https://x.com/synthetix_io/photo,https://discord.com/invite/AEdUHzt,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
sweat,depin,physical_resource_network,,sweatcoin,,,TRUE,sweat,https://coin-images.coingecko.com/coins/images/25057/small/fhD9Xs16_400x400.jpg?1696524208,Sweat,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
apex,defi,perpetuals,,apex-token-2,,1878.00000,TRUE,apex,https://coin-images.coingecko.com/coins/images/25266/small/CxpMECpk_400x400_%281%29.png?1696524406,Apex,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
phantom,infrastructure,smart_contract_wallet,,,,,TRUE,,,Phantom,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
dojoswap,defi,amm,,,,,TRUE,,,DojoSwap,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
pixudi,gaming,metaverse,,,,,TRUE,,,Pixudi,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
babylon_art,nft_app,nft_marketplace,,,,,TRUE,,,Babylon Art,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
astroport,defi,spot,,,,,TRUE,,,Astroport,Astroport is a permissionless liquidity network that enables users and protocols to manage capital across multiple chains with innovative passive liquidity solutions.,https://astroport.fi/,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
ora,,,,,,,TRUE,,,ORA,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
wolf_game,gaming,metaverse,,,,,TRUE,,,Wolf Game,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
wrapped_matic,token,,,,,,TRUE,,,Wrapped Matic,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
jito,defi,aggregator,,jito,,,TRUE,jto,https://res.cloudinary.com/dgdsz4rvi/image/upload/v1740428648/application-icons/jito_labs_qr6w8i.png,Jito,"Jito is a Solana infrastructure company that provides a variety of services to developers, validators, dApps, and users. Jito Solana is Jito's version of the Solana client software that offers MEV protection, fast transaction landing, support for multiple transactions, and revert protection. Jito is also the creator of the JitoSOL liquid staking token, and the Jito Restaking protocol.",https://www.jito.wtf/,https://github.com/jito-labs,https://x.com/jito_labs,https://discord.com/invite/jito,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
blackrock,,,,,,,TRUE,,,Blackrock,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
luckysea,nft_app,nft_marketplace,,,,,TRUE,,https://res.cloudinary.com/dgdsz4rvi/image/upload/v1746036988/application-icons/0lKoR3f2_400x400_rd5mff.jpg,Lucky Sea,"LuckySea is a gamified NFT lootbox platform that merges the thrill of treasure hunting with blockchain technology. Users can unlock treasure chests to win exclusive NFTs, participate in seasonal quests, and earn rewards through the ""Plunder to Earn"" system. The platform utilizes an off-chain token called Jewels, equivalent to USDT, for purchasing chests containing unique NFTs. By fostering an inclusive and dynamic community, LuckySea offers an engaging and provably fair experience for NFT enthusiasts.",https://luckysea.gg/,,,,,,,terminal@artemisanalytics.xyz,2025-04-29 11:31:28.572
squads_multisig,infrastructure,smart_contract_wallet,,,,,TRUE,,,Squads Multisig,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
popp,,,,,,,TRUE,,,PoPP,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
test123,gaming,metaverse,,,,,TRUE,,,test123,test123,,,,,,,,artemis-enterprise-test-user@artemisanalytics.xyz,2025-04-07 19:02:36.940
anime,token,,,,,,TRUE,,,Anime Token,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
daic,,,,,,,TRUE,,,DAIC,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
orochi_network,bridge,cross_chain_bridge,,,,,TRUE,,,Orochi Network,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
gelato,infrastructure,,,gelato,,,TRUE,gel,https://coin-images.coingecko.com/coins/images/15026/small/Gelato_Icon_Logo_1024x1024.png?1696514687,Gelato,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
holdstation,defi,perpetuals,holdstation,holdstation,,2757.00000,TRUE,hold,https://coin-images.coingecko.com/coins/images/32726/small/HOLD.png?1699018663,Holdstation,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
mito,asset_management,yield_aggregator,,,,,TRUE,,,Mito,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
spark,blockchain,l1,spark,,,5538.00000,TRUE,spark,https://res.cloudinary.com/dgdsz4rvi/image/upload/v1743433485/application-icons/fhdt0bjhoiszj86yj4pe.jpg,Flare,Flare is a full-stack layer 1 solution designed for data intensive use cases,https://flare.network/,,,,,,,horace@artemisanalytics.xyz,2025-03-31 19:02:55.008
aeggs,other,,,aeggs,,,TRUE,aeggs,https://coin-images.coingecko.com/coins/images/29520/small/aeggs.png?1696528463,Aeggs,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
blazestake,staking,liquid_staking,,solblaze,,,TRUE,blze,https://coin-images.coingecko.com/coins/images/28392/small/blze.png?1696527391,BlazeStake,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
fantv,other,social,,,,,TRUE,,https://strapi-dev.scand.app/uploads/Fan_TV_logo_new_1881b607b6.jpg,Fan TV,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
luno,cefi,cex,,,,,TRUE,,,Luno,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
spamsui,defi,uncollateralized_lending,,,,,TRUE,,,Spam Sui,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
mangrovedex,,,,,,,TRUE,,,Mangrove DEX,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
cat_town,other,social,,KIBBLE,,,TRUE,,https://res.cloudinary.com/dgdsz4rvi/image/upload/v1743207989/application-icons/bkudfjcskcjhicztjva4.jpg,Cat Town,"Cat Town is an idle economy game where you can collect cats, earn rewards, and embark on adventures! Discover tradeable items and unlock soulbound NFTs and achievements.",https://cat.town/,,https://x.com/CatTownBase,https://discord.gg/cattown,,,,terminal@artemisanalytics.xyz,2025-03-30 19:02:26.716
altcoin,,,,,,,TRUE,,,Altcoin,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
velodrome,defi,spot,,,,3302.00000,TRUE,,,Velodrome,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
stratum,infrastructure,shared_sequencing,,,,,TRUE,,,Stratum,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
dawnshard,gaming,metaverse,,,,,TRUE,,https://res.cloudinary.com/dgdsz4rvi/image/upload/v1746036415/application-icons/frY5NKS3_400x400_aoy1iu.jpg,Dawnshard,"Dawnshard is a Web3 trading card game that revolutionizes traditional deckbuilding by generating unique, AI-crafted decks for each player. Built on the Sei Network, it ensures that no two decks are alike, fostering a dynamic and ever-evolving gameplay experience. Players engage in fast-paced matches, aiming to collect 10 shards before their opponent, while exploring rich lore through various factions and participating in tournaments with NFT-based rewards.",https://playdawnshard.com/,,,,,,,terminal@artemisanalytics.xyz,2025-04-29 11:31:28.569
arcadeum,,,,arcadeum,,,TRUE,arc,https://coin-images.coingecko.com/coins/images/29044/small/arc.png?1696528012,Arcadeum,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
chaingpt,other,ai_agent,,,,,TRUE,,https://res.cloudinary.com/dgdsz4rvi/image/upload/v1746036798/application-icons/RMXAHHLa_400x400_lendt4.jpg,ChainGPT,"ChainGPT is a comprehensive Web3 AI infrastructure platform offering a suite of AI-powered tools tailored for the blockchain ecosystem. Its offerings include an AI Trading Assistant that provides real-time market analysis and pattern recognition, a smart contract generator and auditor, an AI NFT creator, and a launchpad for decentralized projects. By integrating advanced AI capabilities with blockchain technology, ChainGPT empowers developers, traders, and creators to navigate the crypto space more efficiently.",https://www.chaingpt.org/,,,,,,,terminal@artemisanalytics.xyz,2025-04-29 11:31:28.571
clipper,defi,amm,,,,,TRUE,,,Clipper,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
odos,defi,aggregator,,,,,TRUE,,https://res.cloudinary.com/dgdsz4rvi/image/upload/v1740774140/application-icons/a6a711f7-fcf8-4e94-b7ca-8b5ca158727e.png,Odos,"Odos Smart Order Routing (SOR) is a proprietary Automated Market Maker (AMM) path finding algorithm, which aggregates decentralized exchanges (DEX) and finds optimal routes for cryptocurrency token swaps. Odos enables retail and institutional traders to benefit from incremental savings when converting one or several cryptocurrency tokens into other asset(s).",https://www.odos.xyz/,,https://twitter.com/odosprotocol,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
alpaca_finance,asset_management,leveraged_farming,,alpaca,,959.00000,TRUE,alpa,https://coin-images.coingecko.com/coins/images/13070/small/alpaca_logo.png?1696512859,Alpaca Finance,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
algebra,defi,amm,,,,,TRUE,,,Algebra,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
just_a_boy,token,,,,,,TRUE,,,JustABoy,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
cctp,bridge,messaging_protocol,cctp,,,,TRUE,cctp,,Circle CCTP,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
blep_super_meme,other,memecoin,,blep,,,TRUE,blep,https://res.cloudinary.com/dgdsz4rvi/image/upload/v1740774221/application-icons/23646d1d-4280-445d-87d4-434cccbb51cb.png,Blep Super Meme,"""Look up in the sky! It's a bird! It's a plane! No, it's BLEP!' The ultimate Al-deployed, mindshare-driven memecoin, BLEP is here to take the meme world by storm! A one-of-a-kind fusion of $BRETT, $FWOG, and $PEPE, BLEP embodies the chaos, creativity, and charm of the internet's favorite memes, evolving them into a next-gen super meme.",https://isthatblep.com/,,https://x.com/isthatblep,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
dmail,infrastructure,,,,,,TRUE,,,DMail,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
cetus,defi,spot,,,,,TRUE,,https://strapi-dev.scand.app/uploads/Cetus_f2d8b47579.png,Cetus,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
hoodai,,,,,,,TRUE,,,Hood Ai,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
spaceid,infrastructure,name_service_tool,,,,,TRUE,,,Spaceid,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
metaarena,gaming,metaverse,,,,,TRUE,,,MetaArena,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
lens,other,social_media,,,,,TRUE,,,Lens,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
franklin_templeton,asset_management,,,,,,TRUE,,,Franklin Templeton,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
layeredge,blockchain,l2,,,,,TRUE,,https://res.cloudinary.com/dgdsz4rvi/image/upload/v1741110033/application-icons/15c5a4c3-eda5-4512-a9ed-68308063eab8.png,LayerEdge,"LayerEdge is a decentralized network that enhances Bitcoin's blockspace capabilities using zero-knowledge proofs and BitVM technology. It allows various layer solutions to be secured on Bitcoin while significantly reducing costs through shared transactions and proof aggregation. The system can decrease L1 settlement costs by up to 95% and proof verification costs by up to 99%, making Bitcoin-secured scaling solutions economically viable for protocols that would otherwise face prohibitively high operational expenses when leveraging Bitcoin's security model.",https://www.layeredge.io/,,https://x.com/layeredge,https://discord.gg/layeredge,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
uxlink,other,social,,,,,TRUE,,,UXLink,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
stakeland,staking,liquid_staking,,,,,TRUE,,,Stakeland,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
thirdweb,infrastructure,smart_contract_wallet,,,,,TRUE,,https://res.cloudinary.com/dgdsz4rvi/image/upload/v1740428622/application-icons/thirdweb_uk3pof.jpg,Thirdweb,"Thirdweb is a development platform that provides tools and infrastructure for creators to build, launch, and manage Web3 applications and NFT projects. It offers no-code solutions alongside developer SDKs to simplify blockchain integration for digital communities and marketplaces.",https://thirdweb.com/,https://github.com/thirdweb-dev,https://x.com/thirdweb,https://discord.com/invite/thirdweb,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
kelp_dao,staking,liquid_restaking,kelp_dao,kelp-earned-points,,3806.00000,TRUE,kep,,Kelp Dao,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
arcadexyz,nft_app,nft_lending,,,,,TRUE,,,Arcadexyz,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
lulo,stablecoin,uncollateralized_lending,,,,,TRUE,,,Lulo,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
alchemist,defi,synthetics,,alchemist,,538.00000,TRUE,mist,https://coin-images.coingecko.com/coins/images/14655/small/79158662.png?1696514331,Alchemist,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
notional,defi,collateralized_lending,,notional-finance,,,TRUE,note,https://coin-images.coingecko.com/coins/images/20282/small/NOTE-340x340.png?1696519687,Notional,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
convex_finance,asset_management,yield_aggregator,,convex-finance,,319.00000,TRUE,cvx,https://coin-images.coingecko.com/coins/images/15585/small/convex.png?1696515221,Convex Finance,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
stepn,depin,digital_resource_network,,stepn,,,TRUE,gmt,https://coin-images.coingecko.com/coins/images/23597/small/token-gmt-200x200.png?1703153841,STEPN,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
sunswap,defi,spot,,sun-token,,,TRUE,sun,https://coin-images.coingecko.com/coins/images/12424/small/RSFOmQ.png?1696512245,Sunswap,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
usde,stablecoin,algorithmic_stablecoin,usde,ethena-usde,,,TRUE,usde,https://coin-images.coingecko.com/coins/images/33613/small/usde.png?1733810059,USDE,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
chainlink,oracle,,chainlink,chainlink,,2623.00000,TRUE,link,https://coin-images.coingecko.com/coins/images/877/small/chainlink-new-logo.png?1696502009,Chainlink,"Chainlink is a decentralized oracle network that provides real-world data to smart contracts on blockchain platforms, enabling them to execute based on external events and information. It bridges the gap between on-chain and off-chain systems, making blockchain applications more practical by securely connecting them to traditional financial markets, APIs, and various data sources.",https://chain.link/,,https://twitter.com/chainlink,https://chain.link/discord,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
usd0,stablecoin,,usd0,usual-usd,,,TRUE,usd0,https://coin-images.coingecko.com/coins/images/38272/small/USD0LOGO.png?1716962811,USD0,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
myshell,other,ai_agent,,myshell,,,TRUE,shell,https://coin-images.coingecko.com/coins/images/54374/small/myshell.jpg?1739428226,MyShell,"MyShell is a decentralized platform that enables users to create, share, and own AI-powered applications, known as ""Shells."" It serves as a bridge between users, creators, and open-source AI researchers, fostering an ecosystem where anyone can develop and monetize AI applications without extensive coding knowledge. ",https://myshell.ai/,https://github.com/myshell-ai,https://x.com/myshell_ai,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
infinity_heroes,gaming,metaverse,,,,,TRUE,,,Infinity Heroes,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
earnm,token,,,,,,TRUE,,,$EarnM,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
dragon_ninja,gaming,,,,,,TRUE,,,DragonNinja,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
alpha_finance,asset_management,leveraged_farming,,,,,TRUE,,,Alpha Finance,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
metamask,infrastructure,eoa,,,,,TRUE,,,Metamask,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
serum,defi,amm,,serum,,145.00000,TRUE,srm,https://coin-images.coingecko.com/coins/images/11970/small/serum-logo.png?1696511829,Serum,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
avantis,defi,perpetuals,avantis,,,4108.00000,TRUE,avantis,,Avantis,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
bombpixel,gaming,metaverse,,,,,TRUE,,https://res.cloudinary.com/dgdsz4rvi/image/upload/v1746038620/application-icons/LgpyVEx4_400x400_kxeidr.jpg,Bomb Pixel,"BombPixel is a pixel-art Web3 game developed by Polrare Labs and powered by the Sei Network. It offers multiple gameplay modes, including PvP battles, PvE boss challenges, and treasure hunts, allowing players to earn GEMs and NFTs. The game features customizable arenas, NFT-based assets, and a player-driven marketplace, providing a dynamic and engaging gaming experience.",https://bombpixel.xyz/,,,,,,,terminal@artemisanalytics.xyz,2025-04-29 11:31:28.576
changehero,cefi,cex,,,,,TRUE,,,ChangeHero,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
stream_finance,defi,yield_aggregator,,,,,TRUE,,,Stream Finance,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
dustsweeper,defi,aggregator,,,,,TRUE,,,Dustsweeper,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
cega,defi,options_vault,,,,,TRUE,,,Cega,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
europe_fantasy_league,gaming,sports,,,,,TRUE,,,Europe Fantasy League,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
native_swap,defi,amm,,,,,TRUE,,,Native Swap,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
omni,bridge,cross_chain_bridge,,omni,,,TRUE,omni,https://coin-images.coingecko.com/coins/images/7/small/omni_%28mastercoin%29.png?1696501411,Omni Network,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
arbitrum,blockchain,l2,,arbitrum,,2785.00000,TRUE,arb,https://coin-images.coingecko.com/coins/images/16547/small/arb.jpg?1721358242,Arbitrum,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
lido,staking,liquid_staking,,lido-dao,,182.00000,TRUE,ldo,https://coin-images.coingecko.com/coins/images/13573/small/Lido_DAO.png?1696513326,Lido,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
coin98,infrastructure,eoa,,coin98,,,TRUE,c98,https://coin-images.coingecko.com/coins/images/17117/small/logo.png?1696516677,Coin98,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
celestia,blockchain,data_availability,celestia,celestia,663,,TRUE,tia,https://coin-images.coingecko.com/coins/images/31967/small/tia.jpg?1696530772,Celestia,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
makerdao,defi,collateralized_lending,maker,maker,,118.00000,TRUE,mkr,https://coin-images.coingecko.com/coins/images/1364/small/Mark_Maker.png?1696502423,Makerdao,MakerDAO is a decentralized autonomous organization (DAO) that runs on the Ethereum blockchain.,https://makerdao.com/en/,https://github.com/makerdao,https://x.com/MakerDAO,https://discord.com/invite/AY7yq3gyHq,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
apecoin,other,memecoin,,apecoin,,2665.00000,TRUE,ape,https://coin-images.coingecko.com/coins/images/24383/small/apecoin.jpg?1696523566,Apecoin,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
silo,defi,collateralized_lending,,silo-finance,,2020.00000,TRUE,silo,https://coin-images.coingecko.com/coins/images/21454/small/y0iYKZOv_400x400.png?1696520816,Silo,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
seipex,defi,perpetuals,,,,,TRUE,,,SeiPex,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
arcade_galaxy,gaming,metaverse,,,,,TRUE,,https://res.cloudinary.com/dgdsz4rvi/image/upload/v1746036653/application-icons/vh3L-UP__400x400_yowqaf.jpg,Arcade Galaxy,"Arcade Galaxy is a Web3-enabled kart racing and level-building game set in a vibrant, user-generated universe. Players control customizable animal avatars called ""Cubs"" as they race through dynamic tracks or design their own using an intuitive level editor. The game incorporates blockchain elements, including optional NFTs and a token economy, allowing creators and competitors to earn rewards through gameplay and content creation. Built on the Avalanche network, Arcade Galaxy offers a unique blend of racing, creativity, and decentralized gaming.",https://www.arcadegalaxy.space/,,,,,,,terminal@artemisanalytics.xyz,2025-04-29 11:31:28.570
starknet,blockchain,l2,starknet_bridge,,,3627.00000,TRUE,strk_bridge,https://res.cloudinary.com/dgdsz4rvi/image/upload/v1740429727/application-icons/6e51dc0e-02ae-459a-9f64-aa9e611a4ea6.png,Starknet,"StarkNet is a permissionless Layer‑2 scaling solution for Ethereum developed by StarkWare. It uses zero-knowledge STARK proofs to validate off-chain computations and then posts a succinct proof on-chain, which significantly increases transaction throughput and reduces gas fees without sacrificing security or decentralization.",https://www.starknet.io/,https://github.com/keep-starknet-strange/awesome-starknet,https://x.com/Starknet,https://discord.gg/starknet-community,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
turbo,defi,spot,,,,,TRUE,,,Turbo,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
cyberid,,,,,,,TRUE,,,CyberID,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
arcade_protocol,,,,arcade-protocol,3963,378.00000,TRUE,arcd,https://coin-images.coingecko.com/coins/images/33112/small/OFFICIAL_ARCD_TOKEN_SYMBOL_64x64.png?1711190585,Arcade Protocol,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
basedmining,,,,,,,TRUE,,,BasedMining,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
jellyverse,,,,,,,TRUE,,,Jellyverse,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
hotspring,gaming,metaverse,,,,,TRUE,,https://res.cloudinary.com/dgdsz4rvi/image/upload/v1746034803/application-icons/6g5TrWXl_400x400_kp4mr4.jpg,Hot Spring,"Hot Spring is a hybrid-casual simulation game set in a Japanese-style hot spring (onsen) environment. Players build and manage their own onsen, balancing customer satisfaction and business growth. The game incorporates tycoon and crafting mechanics, allowing for customization and strategic decision-making. Additionally, it integrates blockchain elements, including NFTs and a token economy, enhancing the gaming experience.",https://hotspring.games/,,,,,,,terminal@artemisanalytics.xyz,2025-04-29 11:31:28.563
open_ocean,defi,aggregator,,openocean,,533.00000,TRUE,ooe,https://coin-images.coingecko.com/coins/images/17014/small/ooe_log.png?1696516578,Open Ocean,"OpenOcean is a decentralized aggregation protocol that sources liquidity from both decentralized and centralized exchanges, providing users with the best possible trading prices across multiple blockchains.",https://openocean.finance/,https://github.com/openocean-finance,https://x.com/OpenOceanGlobal,https://discord.com/invite/C7PHQaKdNX,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
frenpetonbase,gaming,metaverse,,frenpet,,,TRUE,fp,https://coin-images.coingecko.com/coins/images/33022/small/token.png?1700274697,Fren Pet,"Fren Pet is a game on the Base blockchain. It's an incremental idle game that allows players to adopt a pet, feed it, train it, battle against other players, explore the FrenPet world and gain rewards.",https://frenpet.xyz/,,https://x.com/frenpetonbase,https://discord.gg/u2R3VauhBg,,,,terminal@artemisanalytics.xyz,2025-03-30 19:02:26.716
socket,bridge,router,,,,,TRUE,,,Socket,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
layer3,infrastructure,l3,,,,,TRUE,,https://res.cloudinary.com/dgdsz4rvi/image/upload/v1740773979/application-icons/4cff3b25-29d2-4c01-9cac-8e4efd7bb67b.png,Layer3,"Layer3 Foundation is an organization focused on promoting community governance of Layer3 protocols while supporting the expansion of the Layer3 ecosystem. Its infrastructure provides omnichain solutions for distribution, identity, and incentive systems that have processed 120 million transactions across more than 500 ecosystems serving millions of users globally.",https://layer3.xyz/,https://github.com/layer3xyz,https://x.com/layer3xyz,https://discord.gg/layer3,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
backpack_exchange,,,,,,,TRUE,,,Backpack Exchange,,,,,,,,,terminal@artemisanalytics.xyz,2025-03-20 11:31:28.563
